"",element,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"2169",2169,VOLVO XC60 B5 Benzin Mild Hybrid AWD Ultimate Dark Geartronic,64750,Vorführmodell,11'000,264,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 B5 ,,FALSE
"2170",2170,VOLVO C40 Recharge P8 Twin AWD Pure Electric Plus,48750,Vorführmodell,6'000,408,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,VOLVO ,C40 ,C40 Recharge ,,FALSE
"2171",2171,VOLVO XC40 Recharge P8 Twin AWD Pure Electric Pro,50890,01.2022,16'000,408,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,VOLVO ,XC40 ,XC40 Recharge ,,FALSE
"2172",2172,PORSCHE Taycan Turbo Cross Turismo,142680,02.2022,12'000,680,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,PORSCHE ,Taycan ,Taycan Turbo ,,FALSE
"2173",2173,AUDI S6 Avant 3.0 TDI quattro tiptronic,69850,12.2021,11'000,344,Automatikgetriebe,Diesel,9014 St. Gallen,2023-11-22,AUDI ,S6 ,S6 Avant ,,FALSE
"2174",2174,VOLVO XC60 T8 eAWD Inscription Geartronic,58670,12.2020,21'000,390,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 T8 ,,FALSE
"2175",2175,NISSAN Leaf Tekna(incl.battery),18950,07.2019,68'000,150,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,NISSAN ,Leaf ,Leaf ,,FALSE
"2176",2176,CITROEN C4 1.2 Pure Tech Shine EAT8,23810,09.2021,25'000,155,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,CITROEN ,C4 ,C4 1.2 ,,FALSE
"2177",2177,VOLVO XC90 T8 eAWD Inscription Geartronic,74860,11.2021,9'000,390,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC90 ,XC90 T8 ,,FALSE
"2178",2178,MERCEDES-BENZ EQA 250 AMG Line,44450,09.2021,6'000,191,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,MERCEDES-BENZ ,EQA ,EQA 250 ,,FALSE
"2179",2179,BMW i4 eDrive 40 M Sport Pro,84999,Neues Fahrzeug,21,340,Automatikgetriebe,Elektro,9495 Triesen,2023-11-22,BMW ,i4 ,i4 eDrive ,,FALSE
"2180",2180,MERCEDES-BENZ GLS 450 4Matic 9G-Tronic,139900,Neues Fahrzeug,100,381,Automatikgetriebe,Benzin,8302 Kloten,2023-11-22,MERCEDES-BENZ ,GLS ,GLS 450 ,,FALSE
"2181",2181,MERCEDES-BENZ GLB 220 AMG Line 4 MAT.,69900,Neues Fahrzeug,100,190,Automatikgetriebe,Diesel,8302 Kloten,2023-11-22,MERCEDES-BENZ ,GLB ,GLB 220 ,,FALSE
"2182",2182,MERCEDES-BENZ EQE 350 4 Matic,107900,Neues Fahrzeug,100,292,Automatikgetriebe,Elektro,8302 Kloten,2023-11-22,MERCEDES-BENZ ,EQE ,EQE 350 ,,FALSE
"2183",2183,VOLVO XC60 2.0 T8 TE Ultimate Dark eAWD,73665,Vorführmodell,6'000,310,Automatikgetriebe,Hybrid,6340 Baar,2023-11-22,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"2184",2184,VOLVO XC60 2.0 T6 TE Plus Dark eAWD,70631,Vorführmodell,6'000,253,Automatikgetriebe,Hybrid,6340 Baar,2023-11-22,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"2185",2185,VW Golf 2.0 TSI GTI Clubsport DSG,33980,05.2021,56'000,301,Automatikgetriebe,Benzin,6417 Sattel,2023-11-22,VW ,Golf ,Golf 2.0 ,,FALSE
"2186",2186,JEEP Gr.Cherokee 3.0CRD Overland,43890,10.2021,73'000,250,Automatikgetriebe,Diesel,5416 Kirchdorf AG,2023-11-22,JEEP ,Gr.Cherokee ,Gr.Cherokee 3.0CRD ,,FALSE
"2187",2187,MITSUBISHI SPACE STAR 1.2 MIVEC Inform,15680,Neues Fahrzeug,20,71,Handschaltung,Benzin,6064 Kerns,2023-11-22,MITSUBISHI ,SPACE ,SPACE STAR ,,FALSE
"2188",2188,HYUNDAI IONIQ 6 Launch Edition 4WD,67750,Neues Fahrzeug,20,325,Automatikgetriebe,Elektro,6064 Kerns,2023-11-22,HYUNDAI ,IONIQ ,IONIQ 6 ,,FALSE
"2189",2189,VOLVO XC60 T8 eAWD Polestar Geartronic,69980,03.2022,14'000,405,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 T8 ,,FALSE
"2190",2190,VOLVO V90 Cross Country T5 AWD Geartronic,38250,04.2018,77'000,254,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,VOLVO ,V90 ,V90 Cross ,,FALSE
"2191",2191,MERCEDES-BENZ A 250 4Matic AMG Line 4Matic 7G-DCT,37640,07.2020,54'000,224,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,MERCEDES-BENZ ,A ,A 250 ,,FALSE
"2192",2192,VOLVO XC40 Recharge P8 Twin AWD Pure Electric Ultimate,56720,Vorführmodell,3'000,408,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,VOLVO ,XC40 ,XC40 Recharge ,,FALSE
"2193",2193,MERCEDES-BENZ A 35 AMG 4Matic Speedshift,47890,08.2020,19'000,306,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,MERCEDES-BENZ ,A ,A 35 ,,FALSE
"2194",2194,VOLVO XC60 B5 Benzin Mild Hybrid AWD Ultimate Dark Geartronic,67350,Vorführmodell,13'000,264,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 B5 ,,FALSE
"2195",2195,VOLVO S90 T8 eAWD Plug in Hybrid Ultimate Dark Geartronic,87850,Vorführmodell,7'000,455,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,S90 ,S90 T8 ,,FALSE
"2196",2196,VOLVO XC60 T6 eAWD R-Design Geartronic,55750,12.2021,41'000,340,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 T6 ,,FALSE
"2197",2197,SUZUKI S-Cross 1.5 Piz Sulai Hybrid,32400,Neues Fahrzeug,12,115,Automatikgetriebe,Hybrid,2542 Pieterlen,2023-11-22,SUZUKI ,S-Cross ,S-Cross 1.5 ,,FALSE
"2198",2198,SUZUKI S-Cross 1.5 Compact+ Hybrid,30900,Neues Fahrzeug,12,115,Automatikgetriebe,Hybrid,2542 Pieterlen,2023-11-22,SUZUKI ,S-Cross ,S-Cross 1.5 ,,FALSE
"2199",2199,CUPRA Formentor 2.0 TSI 4Drive DSG,35900,11.2021,39'500,190,Automatikgetriebe,Benzin,6064 Kerns,2023-11-22,CUPRA ,Formentor ,Formentor 2.0 ,,FALSE
"2200",2200,MERCEDES-BENZ C 220 d T 4Matic AMG Line,57900,06.2022,16'900,200,Automatikgetriebe,Diesel,5036 Oberentfelden,2023-11-22,MERCEDES-BENZ ,C ,C 220 ,,FALSE
"2201",2201,BMW X1 xDrive 18d Sport Line Steptronic,39999,03.2022,40'100,150,Automatikgetriebe,Diesel,9495 Triesen,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"2202",2202,BMW X3 xDrive 48V M40d Travel Steptronic,78900,01.2023,20,339,Automatikgetriebe,Diesel,8800 Thalwil,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"2203",2203,MASERATI Ghibli D 3.0 V6 Automatica,38800,06.2017,86'859,275,Automatikgetriebe,Diesel,6012 Kriens-Obernau,2023-11-22,MASERATI ,Ghibli ,Ghibli D ,,FALSE
"2204",2204,OPEL Mokka 1.2 Direct Injection Turbo Edition,24000,Vorführmodell,4'750,101,Handschaltung,Benzin,6430 Schwyz,2023-11-22,OPEL ,Mokka ,Mokka 1.2 ,,FALSE
"2205",2205,MERCEDES-BENZ CLA 200 d AMG Line 4m Sh.Brake*CH-FAHRZEUG*,23900,01.2018,79'600,136,Automatikgetriebe,Diesel,8400 Winterthur,2023-11-22,MERCEDES-BENZ ,CLA ,CLA 200 ,,FALSE
"2206",2206,BMW iX1 xDrive 30 M Sport,76999,Neues Fahrzeug,21,272,Automatikgetriebe,Elektro,9495 Triesen,2023-11-22,BMW ,iX1 ,iX1 xDrive ,,FALSE
"2207",2207,BMW 223i Active Tourer xDrive M Sport DKG,64999,Neues Fahrzeug,21,204,Automatikgetriebe,Benzin,9495 Triesen,2023-11-22,BMW ,223i ,223i Active ,,FALSE
"2208",2208,AUDI Q5 3.0 TDI S-Line quattro tiptronic CH Fahrzeug Voll-Ausstattung,39900,03.2018,81'000,286,Automatikgetriebe,Diesel,5312 Döttingen,2023-11-22,AUDI ,Q5 ,Q5 3.0 ,,FALSE
"2209",2209,SUZUKI S-Cross 1.5 Compact Top Hybrid,34400,Neues Fahrzeug,12,102,Automatikgetriebe,Hybrid,2542 Pieterlen,2023-11-22,SUZUKI ,S-Cross ,S-Cross 1.5 ,,FALSE
"2210",2210,JEEP Renegade 1.3 T PHEV Trailhawk AWD,27900,10.2020,45'000,240,Automatikgetriebe,Hybrid,2542 Pieterlen,2023-11-22,JEEP ,Renegade ,Renegade 1.3 ,,FALSE
"2211",2211,SUZUKI Vitara 1.5 Hybrid Edition 35 Top 4x4 AGS,32400,Neues Fahrzeug,12,115,Automatikgetriebe,Hybrid,2542 Pieterlen,2023-11-22,SUZUKI ,Vitara ,Vitara 1.5 ,,FALSE
"2212",2212,CUPRA Formentor 1.4 eHybrid VZ DSG,52200,Neues Fahrzeug,5,245,Automatikgetriebe,Hybrid,8500 Frauenfeld,2023-11-22,CUPRA ,Formentor ,Formentor 1.4 ,,FALSE
"2213",2213,CUPRA Leon 2.0 TSI 300 DSG,52200,Neues Fahrzeug,1,300,Automatikgetriebe,Benzin,8500 Frauenfeld,2023-11-22,CUPRA ,Leon ,Leon 2.0 ,,FALSE
"2214",2214,MINI Cooper S Resolute Edi DKG,41299,Neues Fahrzeug,10,178,Automatikgetriebe,Benzin,4147 Aesch,2023-11-22,MINI ,Cooper ,Cooper S ,,FALSE
"2215",2215,SKODA Scala 1.5 TSI Monte Carlo DSG,29950,Neues Fahrzeug,5,150,Automatikgetriebe,Benzin,9200 Gossau,2023-11-22,SKODA ,Scala ,Scala 1.5 ,,FALSE
"2216",2216,BMW 120d xDrive Steptronic Pure M Sport,31999,05.2021,98'500,190,Automatikgetriebe,Diesel,9495 Triesen,2023-11-22,BMW ,120d ,120d xDrive ,,FALSE
"2217",2217,BMW 120d xDrive Steptronic Sport Line,23999,06.2021,90'000,190,Automatikgetriebe,Diesel,6182 Escholzmatt,2023-11-22,BMW ,120d ,120d xDrive ,,FALSE
"2218",2218,FORD Focus 2.3 EcoB ST X,48329,Neues Fahrzeug,10,280,Automatikgetriebe,Benzin,9552 Bronschhofen,2023-11-22,FORD ,Focus ,Focus 2.3 ,,FALSE
"2219",2219,MERCEDES-BENZ A 200 AMG Line 4Matic,39900,01.2021,42'086,163,Automatikgetriebe,Benzin,3930 Visp,2023-11-22,MERCEDES-BENZ ,A ,A 200 ,,FALSE
"2220",2220,MERCEDES-BENZ GLC Coupé 43 AMG 4Matic,69900,12.2019,30'261,390,Automatikgetriebe,Benzin,3930 Visp,2023-11-22,MERCEDES-BENZ ,GLC ,GLC Coupé ,,FALSE
"2221",2221,SUZUKI SX4 S-Cross 1.4 16V Piz Sulai Top Hybrid 4WD,33900,Neues Fahrzeug,12,129,Handschaltung,Benzin,2542 Pieterlen,2023-11-22,SUZUKI ,SX4 ,SX4 S-Cross ,,FALSE
"2222",2222,SUZUKI SX4 S-Cross 1.4 16V Piz Sulai Hybrid 4WD,29400,Neues Fahrzeug,12,129,Handschaltung,Benzin,2542 Pieterlen,2023-11-22,SUZUKI ,SX4 ,SX4 S-Cross ,,FALSE
"2223",2223,PORSCHE Panamera E-Hybrid Platinum Edition Sport Turismo 2.9 V6 4,98680,09.2022,59'800,462,Automatikgetriebe,Hybrid,6417 Sattel,2023-11-22,PORSCHE ,Panamera ,Panamera E-Hybrid ,,FALSE
"2224",2224,PORSCHE Macan GTS PDK,64900,02.2018,22'500,360,Automatikgetriebe,Benzin,8370 Sirnach/ TG,2023-11-22,PORSCHE ,Macan ,Macan GTS ,,FALSE
"2225",2225,LAND ROVER Range Rover Evoque Convert. 2.0Si4 HSE Dynamic AT9,36900,06.2016,87'900,241,Automatikgetriebe,Benzin,8340 Hinwil,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"2226",2226,LAND ROVER Range Rover P530 4.4 V8 Autobiography Automatic,209900,06.2023,1'100,530,Automatikgetriebe,Benzin,8340 Hinwil,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"2227",2227,MERCEDES-BENZ A 250 Sport AMG-Line 7G-DCT,24900,08.2015,81'400,211,Automatikgetriebe,Benzin,8340 Hinwil,2023-11-22,MERCEDES-BENZ ,A ,A 250 ,,FALSE
"2228",2228,AUDI RS3 Sportback 2.5 TSI quattro S-tronic Milltek Black Edition,48900,01.2020,53'300,400,Automatikgetriebe,Benzin,8370 Sirnach/ TG,2023-11-22,AUDI ,RS3 ,RS3 Sportback ,,FALSE
"2229",2229,MERCEDES-BENZ GLC 350 d AMG Line 4Matic 9G-Tronic,32950,06.2018,119'000,258,Automatikgetriebe,Diesel,8262 Ramsen,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 350 ,,FALSE
"2230",2230,VW Tiguan 2.0 TDI SCR R-Line 4Motion DSG,33880,03.2021,67'000,150,Automatikgetriebe,Diesel,6417 Sattel,2023-11-22,VW ,Tiguan ,Tiguan 2.0 ,,FALSE
"2231",2231,BMW i5 M60 xDrive M Sport Pro,118400,Neues Fahrzeug,100,601,Automatikgetriebe,Elektro,6341 Baar,2023-11-22,BMW ,i5 ,i5 M60 ,,FALSE
"2232",2232,SKODA Kamiq 1.0 TSI Tour DSG,33990,Neues Fahrzeug,20,110,Automatikgetriebe,Benzin,1716 Plaffeien,2023-11-22,SKODA ,Kamiq ,Kamiq 1.0 ,,FALSE
"2233",2233,BMW 520d xDrive 48V Steptronic,76900,Neues Fahrzeug,100,197,Automatikgetriebe,Diesel,6341 Baar,2023-11-22,BMW ,520d ,520d xDrive ,,FALSE
"2234",2234,"HONDA Civic 2.0 i-MMD HEV Advance, Leasing Aktion ab 1.99 %",45790,Neues Fahrzeug,10,183,Automatikgetriebe,Hybrid,8112 Otelfingen,2023-11-22,HONDA ,Civic ,Civic 2.0 ,,FALSE
"2235",2235,OPEL CORSA F 1.2 Turbo GS,27905,Neues Fahrzeug,1,100,Automatikgetriebe,Benzin,3400 Burgdorf,2023-11-22,OPEL ,CORSA ,CORSA F ,,FALSE
"2236",2236,OPEL CORSA F 1.2 Turbo GS,25905,Neues Fahrzeug,1,100,Handschaltung,Benzin,3400 Burgdorf,2023-11-22,OPEL ,CORSA ,CORSA F ,,FALSE
"2237",2237,BMW 118d xDrive,18990,12.2018,55'900,150,Handschaltung,Diesel,3465 Dürrenroth,2023-11-22,BMW ,118d ,118d ,,FALSE
"2238",2238,OPEL Grandland X 1.2i TP Ultimate Automatik,17990,03.2018,83'000,130,Automatikgetriebe,Benzin,8953 Dietikon,2023-11-22,OPEL ,Grandland ,Grandland X ,,FALSE
"2239",2239,RENAULT Clio 1.2 16V Expression,7990,12.2015,108'000,73,Handschaltung,Benzin,8953 Dietikon,2023-11-22,RENAULT ,Clio ,Clio 1.2 ,,FALSE
"2240",2240,MERCEDES-BENZ C 350 CDI BlueEff. Avantgarde 4Matic 7G-Tronic,14990,09.2010,155'000,231,Automatikgetriebe,Diesel,8953 Dietikon,2023-11-22,MERCEDES-BENZ ,C ,C 350 ,,FALSE
"2241",2241,SMART fortwo,9990,03.2016,49'000,61,Handschaltung,Benzin,8953 Dietikon,2023-11-22,SMART ,"","",,FALSE
"2242",2242,OPEL Insignia 1.5 T Grand Sport Excellence Automatic,15990,05.2018,154'000,165,Automatikgetriebe,Benzin,8953 Dietikon,2023-11-22,OPEL ,Insignia ,Insignia 1.5 ,,FALSE
"2243",2243,FERRARI Roma 3.9 V8 T (CH) Vollausstattung 5 Jahre Werksgarantie,199900,08.2022,18'900,620,Automatikgetriebe,Benzin,5702 Niederlenz,2023-11-22,FERRARI ,Roma ,Roma 3.9 ,,FALSE
"2244",2244,AUDI Q4 e-tron 35,35800,03.2022,16'200,170,,Elektro,8260 Stein am Rhein,2023-11-22,AUDI ,Q4 ,Q4 e-tron ,,FALSE
"2245",2245,MITSUBISHI Eclipse Cross 2.4 PHEV Style Business 4WD,38900,01.2022,5'500,255,Automatikgetriebe,Hybrid,5036 Oberentfelden,2023-11-22,MITSUBISHI ,Eclipse ,Eclipse Cross ,,FALSE
"2246",2246,BMW i3s (120Ah) *CH FAHRZEUG*,34890,02.2022,14'900,184,Automatikgetriebe,Elektro,8370 Sirnach,2023-11-22,BMW ,i3s ,i3s (120Ah) ,,FALSE
"2247",2247,OPEL CORSA Electric Edition,30955,Neues Fahrzeug,1,136,Automatikgetriebe,Elektro,3400 Burgdorf,2023-11-22,OPEL ,CORSA ,CORSA Electric ,,FALSE
"2248",2248,FERRARI 488 Pista 3.9 V8,444444,12.2018,10'950,720,Automatikgetriebe,Benzin,6438 Ibach,2023-11-22,FERRARI ,488 ,488 Pista ,,FALSE
"2249",2249,MERCEDES-BENZ C 300 e AMG Line Kombi,65490,12.2022,8'900,313,Automatikgetriebe,Hybrid,9542 Münchwilen,2023-11-22,MERCEDES-BENZ ,C ,C 300 ,,FALSE
"2250",2250,AUDI e-tron 55 S Line quattro,69975,03.2021,11'500,408,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,AUDI ,e-tron ,e-tron 55 ,,FALSE
"2251",2251,BMW 540i xDrive Touring,45800,04.2019,56'000,340,Automatikgetriebe,Benzin,8051 Zürich,2023-11-22,BMW ,540i ,540i xDrive ,,FALSE
"2252",2252,PORSCHE Macan Turbo,52500,06.2016,69'800,400,Automatikgetriebe,Benzin,8051 Zürich,2023-11-22,PORSCHE ,Macan ,Macan ,,FALSE
"2253",2253,VW Tiguan 2.0TSI Highline 4Motion DSG,29900,03.2017,87'500,220,Automatikgetriebe,Benzin,6414 Oberarth,2023-11-22,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"2254",2254,FORD Kuga 2.0 EcoB 240 Vignale,24389,11.2017,73'000,240,Automatikgetriebe,Benzin,8952 Schlieren,2023-11-22,FORD ,Kuga ,Kuga 2.0 ,,FALSE
"2255",2255,CUPRA Ateca 2.0TSI 4Drive DSG,35900,12.2018,46'379,300,Automatikgetriebe,Benzin,6010 Kriens LU,2023-11-22,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"2256",2256,TOYOTA bZ4X Style AWD,58400,Neues Fahrzeug,20,218,Automatikgetriebe,Elektro,5610 Wohlen,2023-11-22,TOYOTA ,bZ4X ,bZ4X Style ,,FALSE
"2257",2257,TOYOTA Prius 2.0 VVT-i PiH Style,46300,Neues Fahrzeug,20,223,Automatikgetriebe,Hybrid,5610 Wohlen,2023-11-22,TOYOTA ,Prius ,Prius 2.0 ,,FALSE
"2258",2258,TOYOTA Yaris Cross 1.5 VVT-i HSD Trend AWD-i,36580,Neues Fahrzeug,20,116,Automatikgetriebe,Hybrid,5610 Wohlen,2023-11-22,TOYOTA ,Yaris ,Yaris Cross ,,FALSE
"2259",2259,MERCEDES-BENZ A 250 AMG Line 7G-DCT,42500,06.2022,15'000,224,Automatikgetriebe,Benzin,9507 Stettfurt,2023-11-22,MERCEDES-BENZ ,A ,A 250 ,,FALSE
"2260",2260,KIA EV6 77.4 kWh GT 4x4 VOLLAUSSTATTUNG,67500,Neues Fahrzeug,50,584,Automatikgetriebe,Elektro,9494 Schaan,2023-11-22,KIA ,EV6 ,EV6 77.4 ,,FALSE
"2261",2261,BMW M5 xDrive Competition Drivelogic,77900,08.2019,72'500,626,Automatikgetriebe,Benzin,9494 Schaan,2023-11-22,BMW ,M5 ,M5 xDrive ,,FALSE
"2262",2262,SKODA Fabia Combi 1.0 TSI Ambition DSG,22950,06.2022,3'950,95,Automatikgetriebe,Benzin,6312 Steinhausen,2023-11-22,SKODA ,Fabia ,Fabia Combi ,,FALSE
"2263",2263,BMW X3 xDrive M Steptronic Competition,107800,08.2023,5'900,510,Automatikgetriebe,Benzin,8750 Glarus,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"2264",2264,OPEL Insignia ST 2.0 Turbo Cosmo 4WD Aut.,10900,03.2014,155'590,250,Automatikgetriebe,Benzin,8154 Oberglatt,2023-11-22,OPEL ,Insignia ,Insignia ST ,,FALSE
"2265",2265,BMW iX3 Impressive,77500,Neues Fahrzeug,10,286,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,BMW ,iX3 ,iX3 ,,FALSE
"2266",2266,KIA NIRO EV Style PLUS MJ2023,47977,Vorführmodell,990,204,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,KIA ,NIRO ,NIRO EV ,,FALSE
"2267",2267,KIA NIRO EV Style MJ2023,46500,Neues Fahrzeug,5,204,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,KIA ,NIRO ,NIRO EV ,,FALSE
"2268",2268,KIA Sorento 1.6 T-GDi Plug-in Hybrid AWD,51950,04.2022,400,265,Automatikgetriebe,Hybrid,9534 Gähwil,2023-11-22,KIA ,Sorento ,Sorento 1.6 ,,FALSE
"2269",2269,VOLVO XC60 T8 eAWD R-Design Geartronic,47850,08.2019,77'000,390,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 T8 ,,FALSE
"2270",2270,MERCEDES-BENZ GLB 35 AMG 4matic,59950,02.2022,15'900,306,Automatikgetriebe,Benzin,9534 Gähwil,2023-11-22,MERCEDES-BENZ ,GLB ,GLB 35 ,,FALSE
"2271",2271,SKODA Kamiq 1.5 TSI Monte Carlo DSG,32850,Tageszulassung,50,150,Automatikgetriebe,Benzin,9534 Gähwil,2023-11-22,SKODA ,Kamiq ,Kamiq 1.5 ,,FALSE
"2272",2272,SEAT Ibiza 1.0 TSI 110 FR,22850,Tageszulassung,50,110,Handschaltung,Benzin,9534 Gähwil,2023-11-22,SEAT ,Ibiza ,Ibiza 1.0 ,,FALSE
"2273",2273,FORD Focus RS 2.3 Eco Boost,31850,09.2017,68'900,350,Handschaltung,Benzin,9534 Gähwil,2023-11-22,FORD ,Focus ,Focus RS ,,FALSE
"2274",2274,MERCEDES-BENZ GLE 350 d 4Matic AMG Line Night-Paket 9G-Tronic,58900,01.2020,145'900,272,Automatikgetriebe,Diesel,6020 Emmenbrücke,2023-11-22,MERCEDES-BENZ ,GLE ,GLE 350 ,,FALSE
"2275",2275,FIAT 500X 1.5 Hybrid Sport DCT,33500,Neues Fahrzeug,10,130,Automatikgetriebe,Benzin,5604 Hendschiken (direkt bei Autobahnausfahrt Lenzburg),2023-11-22,FIAT ,500X ,500X 1.5 ,,FALSE
"2276",2276,MERCEDES-BENZ GLB 35 AMG 4 MATIC,45900,08.2021,30'500,306,Automatikgetriebe,Benzin,8907 Wettswil,2023-11-22,MERCEDES-BENZ ,GLB ,GLB 35 ,,FALSE
"2277",2277,MERCEDES-BENZ EQB 350 4Matic,49900,03.2022,13'500,292,Automatikgetriebe,Elektro,8907 Wettswil,2023-11-22,MERCEDES-BENZ ,EQB ,EQB 350 ,,FALSE
"2278",2278,HYUNDAI Kona EV,27900,12.2019,18'500,204,Automatikgetriebe,Elektro,8907 Wettswil,2023-11-22,HYUNDAI ,Kona ,Kona ,,FALSE
"2279",2279,FORD S-Max 2.0 TDCi Titanium *7-Plätzer*,23900,07.2016,63'000,180,Automatikgetriebe,Diesel,8907 Wettswil,2023-11-22,FORD ,S-Max ,S-Max 2.0 ,,FALSE
"2280",2280,MERCEDES-BENZ A 250 4Matic AMG Line 4Matic 7G-DCT,30700,01.2019,108'500,224,Automatikgetriebe,Benzin,5070 Frick,2023-11-22,MERCEDES-BENZ ,A ,A 250 ,,FALSE
"2281",2281,BMW 218d xDrive Gran Tourer Sport Line 7-Plätzer,29900,06.2021,75'223,150,Automatikgetriebe,Diesel,6020 Emmenbrücke,2023-11-22,BMW ,218d ,218d xDrive ,,FALSE
"2282",2282,LAMBORGHINI Gallardo 5.0 V10 Coupé,99990,02.2005,25'000,500,Automatikgetriebe,Benzin,3178 Bösingen,2023-11-22,LAMBORGHINI ,Gallardo ,Gallardo 5.0 ,,FALSE
"2283",2283,PEUGEOT 3008 300e Hybrid4 GT Pack EAT8,35900,07.2021,27'000,300,Automatikgetriebe,Hybrid,1217 Meyrin / Genève,2023-11-22,PEUGEOT ,3008 ,3008 300e ,,FALSE
"2284",2284,SKODA Fabia 1.4 TSI RS DSG,11890,05.2013,99'900,180,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-22,SKODA ,Fabia ,Fabia 1.4 ,,FALSE
"2285",2285,NISSAN Leaf e+ Tekna (incl. battery),41900,10.2023,50,217,,Elektro,1024 Ecublens,2023-11-22,NISSAN ,Leaf ,Leaf e+ ,,FALSE
"2286",2286,MERCEDES-BENZ GLC 43 AMG 4Matic 9G-Tronic,44900,05.2017,110'900,367,Automatikgetriebe,Benzin,9220 Bischofszell,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 43 ,,FALSE
"2287",2287,SKODA Fabia 1.2 TSI Swiss Edition,9990,03.2016,101'850,110,Handschaltung,Benzin,1716 Plaffeien,2023-11-22,SKODA ,Fabia ,Fabia 1.2 ,,FALSE
"2288",2288,AUDI RS Q3 Sportback quattro S tronic,49990,01.2020,91'000,400,Automatikgetriebe,Benzin,4107 Ettingen,2023-11-22,AUDI ,RS ,RS Q3 ,,FALSE
"2289",2289,AUDI A3 Sportback 35 TFSI S-tronic,16950,11.2018,115'500,150,Automatikgetriebe,Benzin,6331 Hünenberg,2023-11-22,AUDI ,A3 ,A3 Sportback ,,FALSE
"2290",2290,SKODA OCTAVIA 2.0 TDI RS 4x4 DSG,47550,Neues Fahrzeug,5,200,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,SKODA ,OCTAVIA ,OCTAVIA 2.0 ,,FALSE
"2291",2291,KIA EV6 77 kWh GT-Line 4x4,57900,Neues Fahrzeug,5,325,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,KIA ,EV6 ,EV6 77 ,,FALSE
"2292",2292,SKODA ENYAQ iV Coupé RS 80 4x4 Lounge,59890,Neues Fahrzeug,5,300,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,SKODA ,ENYAQ ,ENYAQ iV ,,FALSE
"2293",2293,KIA EV6 77 kWh PLUS 4x4,55500,Neues Fahrzeug,5,325,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,KIA ,EV6 ,EV6 77 ,,FALSE
"2294",2294,PEUGEOT 3008 300e Hybrid4 GT EAT8,35900,06.2021,9'000,300,Automatikgetriebe,Hybrid,1217 Meyrin / Genève,2023-11-22,PEUGEOT ,3008 ,3008 300e ,,FALSE
"2295",2295,PEUGEOT 3008 300e Hybrid4 GT EAT8,36900,05.2021,9'999,300,Automatikgetriebe,Hybrid,1217 Meyrin / Genève,2023-11-22,PEUGEOT ,3008 ,3008 300e ,,FALSE
"2296",2296,PEUGEOT 208 1.2 PureTech Allure Pack EAT8,21500,10.2021,24'000,101,Automatikgetriebe,Benzin,1217 Meyrin / Genève,2023-11-22,PEUGEOT ,208 ,208 1.2 ,,FALSE
