"",element,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"2655",220.15,AUDI A1 Sportback 1.0 TFSI,14900,08.2016,81'622,95,Handschaltung,Benzin,4143 Dornach,2023-11-17,AUDI ,A1 ,A1 Sportback ,TRUE,FALSE
"2656",220.16,ALFA ROMEO Stelvio 2.9 V6 Biturbo Q4 Quadrifoglio,59990,10.2019,50'000,510,Automatikgetriebe,Benzin,1023 Crissier,2023-11-17,ALFA ,ROMEO ,ROMEO Stelvio ,TRUE,FALSE
"2657",220.17,MINI Cooper SE,29900,01.2023,3'900,184,Automatikgetriebe,Elektro,3074 Muri bei Bern,2023-11-17,MINI ,Cooper ,Cooper ,TRUE,FALSE
"2658",220.18,LAND ROVER Range Rover Evoque Convert. 2.0Si4 HSE Dynamic AT9,36300,12.2016,56'000,241,Automatikgetriebe,Benzin,4143 Dornach,2023-11-17,LAND ,ROVER ,ROVER Range ,TRUE,FALSE
"2659",220.19,MINI Cooper S Steptronic DKG,39900,Neues Fahrzeug,10,178,Automatikgetriebe,Benzin,1806 St-Légier-Chiésaz,2023-11-17,MINI ,Cooper ,Cooper S ,TRUE,FALSE
"2660",220.20,MINI Cooper John Cooper Works Cabriolet Steptronic,53900,Neues Fahrzeug,10,231,Automatikgetriebe,Benzin,1806 St-Légier-Chiésaz,2023-11-17,MINI ,Cooper ,Cooper John ,TRUE,FALSE
"2661",221.1,LAND ROVER Defender 110 2.2 TD4 Station Wagon,78000,03.2016,29'900,122,Handschaltung,Diesel,1200 Geneve,2023-11-17,LAND ,ROVER ,ROVER Defender ,TRUE,FALSE
"2662",221.2,MERCEDES-BENZ CL 65 AMG Automatic,67900,10.2004,58'400,612,Automatikgetriebe,Benzin,8240 Thayngen,2023-11-17,MERCEDES-BENZ ,CL ,CL 65 ,TRUE,FALSE
"2663",221.3,DODGE DART GT 273 V8,38500,06.1966,116'000,180,Automatikgetriebe,Benzin,8166 Niederweningen,2023-11-17,DODGE ,DART ,DART GT ,TRUE,FALSE
"2664",221.4,KIA Stonic 1.0 T-GDi,16000,07.2018,105'000,120,Handschaltung,Benzin,9469 Haag,2023-11-17,KIA ,Stonic ,Stonic 1.0 ,TRUE,FALSE
"2665",221.5,MERCEDES-BENZ SLK 320,21900,11.2004,67'000,218,Automatikgetriebe,Benzin,6234 Triengen,2023-11-17,MERCEDES-BENZ ,SLK ,SLK ,TRUE,FALSE
"2666",221.6,BMW Z3 Cabriolet,7800,04.1997,172'668,140,Automatikgetriebe,Benzin,1976 Daillon,2023-11-17,BMW ,Z3 ,Z3 ,TRUE,FALSE
"2667",221.7,BENTLEY EIGHT,27500,01.1992,155'900,225,Automatikgetriebe,Benzin,9435 Heerbrugg,2023-11-17,BENTLEY ,"","",TRUE,FALSE
"2668",221.8,LANCIA Delta HPE 2.0 16V HF,15900,04.1998,76'800,193,Handschaltung,Benzin,8560 Märstetten,2023-11-17,LANCIA ,Delta ,Delta HPE ,TRUE,FALSE
"2669",221.9,FORD Streetrod,349000,12.2012,2'000,412,Handschaltung,Benzin,6144 Zell,2023-11-17,FORD ,"","",TRUE,FALSE
"2670",221.10,PONTIAC Grand Le Mans,111111,03.1979,1'234,150,Automatikgetriebe,Benzin,8630 Rüti,2023-11-17,PONTIAC ,Grand ,Grand Le ,TRUE,FALSE
"2671",221.11,VW Polo 1.2 TSI BMT Comfortline,10550,10.2014,44'000,90,Handschaltung,Benzin,6438 Ibach / Kanton SZ,2023-11-17,VW ,Polo ,Polo 1.2 ,TRUE,FALSE
"2672",221.12,PORSCHE 718 Cayman GT4 RS,212800,06.2022,3'900,500,Automatikgetriebe,Benzin,6343 Rotkreuz,2023-11-17,PORSCHE ,718 ,718 Cayman ,TRUE,FALSE
"2673",221.13,AUDI Q8 55 e-tron Black Edition quattro,106900,Neues Fahrzeug,10,408,Automatikgetriebe,Elektro,8803 Rüschlikon,2023-11-17,AUDI ,Q8 ,Q8 55 ,TRUE,FALSE
"2674",221.14,BMW X5 xDrive 30d Steptronic M-Sport,56900,07.2019,82'000,265,Automatikgetriebe,Diesel,7000 Chur,2023-11-17,BMW ,X5 ,X5 xDrive ,TRUE,FALSE
"2675",221.15,MITSUBISHI Lancer Sportback 1.6 Inform,10900,03.2015,35'500,117,Handschaltung,Benzin,1214 Vernier,2023-11-17,MITSUBISHI ,Lancer ,Lancer Sportback ,TRUE,FALSE
"2676",221.16,VW Cross Caddy 2.0 TDI 4Motion,24900,11.2014,66'000,110,Handschaltung,Diesel,7000 Chur,2023-11-17,VW ,Cross ,Cross Caddy ,TRUE,FALSE
"2677",221.17,MINI Cooper S Trafalgar Edition Steptronic DKG,29800,07.2021,23'000,178,Automatikgetriebe,Benzin,6300 Zug,2023-11-17,MINI ,Cooper ,Cooper S ,TRUE,FALSE
"2678",221.18,BMW M2 CS,83500,11.2020,10'800,450,Automatikgetriebe,Benzin,"5317 Hettenschwil, Gibriststrasse 5",2023-11-17,BMW ,M2 ,M2 ,TRUE,FALSE
"2679",221.19,TOYOTA Auris Touring Sports 1.8 HSD Trend,21840,05.2019,71'820,136,Automatikgetriebe,Hybrid,3063 ITTIGEN,2023-11-17,TOYOTA ,Auris ,Auris Touring ,TRUE,FALSE
"2680",221.20,FORD GT Holman Moody Heritage Edition,1399000,Neues Fahrzeug,50,630,Automatikgetriebe,Benzin,3063 ITTIGEN,2023-11-17,FORD ,GT ,GT Holman ,TRUE,FALSE
"2681",222.1,AUDI Q7 3.0 TDI quattro tiptronic,59900,06.2017,42'000,272,Automatikgetriebe,Diesel,4123 Allschwil,2023-11-17,AUDI ,Q7 ,Q7 3.0 ,TRUE,FALSE
"2682",222.2,VW GOLF cabrio,13000,11.1983,198'000,75,Automatikgetriebe,Benzin,4056 Basel,2023-11-17,VW ,GOLF ,GOLF ,TRUE,FALSE
"2683",222.3,MITSUBISHI Lancer Evo X MR TC-SST,52000,11.2010,63'000,605,Automatikgetriebe,Benzin,9050 Eggerstanden,2023-11-17,MITSUBISHI ,Lancer ,Lancer Evo ,TRUE,FALSE
"2684",222.4,BMW 640i Cabrio,37000,04.2013,60'000,320,Automatikgetriebe,Benzin,1007 lausanne,2023-11-17,BMW ,640i ,640i ,TRUE,FALSE
"2685",222.5,FERRARI F360 Spider,69500,06.2002,64'000,400,Automatikgetriebe,Benzin,8626 Ottikon,2023-11-17,FERRARI ,F360 ,F360 ,TRUE,FALSE
"2686",222.6,CADILLAC DEVILLE Sedan,49800,08.1976,98'500,190,Automatikgetriebe,Benzin,8852 Altendorf,2023-11-17,CADILLAC ,DEVILLE ,DEVILLE ,TRUE,FALSE
"2687",222.7,MERCEDES-BENZ BRABUS (69200 Km) // TAUSCH,46900,07.1999,69'200,193,Handschaltung,Benzin,4000 Basel,2023-11-17,MERCEDES-BENZ ,BRABUS ,BRABUS (69200 ,TRUE,FALSE
"2688",222.8,AUDI RS4 Avant 4.2 FSI V8 quattro S-tronic,33500,10.2012,121'486,450,Automatikgetriebe,Benzin,9606 Bütschwil,2023-11-17,AUDI ,RS4 ,RS4 Avant ,TRUE,FALSE
"2689",222.9,VW Tiguan 2.0 TDI SCR Highline 4Motion DSG,29900,12.2017,155'500,240,Automatikgetriebe,Diesel,3236 Gampelen,2023-11-17,VW ,Tiguan ,Tiguan 2.0 ,TRUE,FALSE
"2690",222.10,FORD MUSTANG GT V8  CONVERTIBLE 20Zoll Borla by Ford,38290,10.2016,46'900,450,Automatikgetriebe,Benzin,9500 Wil,2023-11-17,FORD ,MUSTANG ,MUSTANG GT ,TRUE,FALSE
"2691",222.11,VW Tiguan Allspace 2.0 TDI SCR Highline 4Motion DSG,30900,04.2018,80'500,190,Automatikgetriebe,Diesel,8730 Uznach,2023-11-17,VW ,Tiguan ,Tiguan Allspace ,TRUE,FALSE
"2692",222.12,VOLVO V60 Cross Country 2.4 D4 Executive AWD S/S,29800,08.2017,49'900,190,Automatikgetriebe,Diesel,6330 Cham,2023-11-17,VOLVO ,V60 ,V60 Cross ,TRUE,FALSE
"2693",222.13,BMW Z4 M40i Steptronic,88400,Neues Fahrzeug,11,340,Automatikgetriebe,Benzin,6500 Bellinzona,2023-11-17,BMW ,Z4 ,Z4 M40i ,TRUE,FALSE
"2694",222.14,OPEL Astra 1.2i Swiss,31780,Neues Fahrzeug,25,110,Handschaltung,Benzin,8330 Pfäffikon,2023-11-17,OPEL ,Astra ,Astra 1.2i ,TRUE,FALSE
"2695",222.15,SKODA Karoq 2.0 TDI CR Sport Line 4x4 DSG *PANORAMAD.* *EL.HECKKLAPPE* *LED-MATRIX* ***4.JAHRE-GARANTIE***,36899,03.2022,18'000,150,Automatikgetriebe,Diesel,8580 Amriswil,2023-11-17,SKODA ,Karoq ,Karoq 2.0 ,TRUE,FALSE
"2696",222.16,TOYOTA RAV-4 2.5 HSD Premium,28890,09.2018,65'500,197,Automatikgetriebe,Hybrid,9542 Münchwilen,2023-11-17,TOYOTA ,RAV-4 ,RAV-4 2.5 ,TRUE,FALSE
"2697",222.17,MERCEDES-BENZ GLC 350 e Exclusive4Matic,29900,11.2016,68'300,210,Automatikgetriebe,Hybrid,1260 Nyon,2023-11-17,MERCEDES-BENZ ,GLC ,GLC 350 ,TRUE,FALSE
"2698",222.18,KIA EV6 77.4 kWh AWD GT-Line,55400,Neues Fahrzeug,20,325,Automatikgetriebe,Elektro,3421 Lyssach,2023-11-17,KIA ,EV6 ,EV6 77.4 ,TRUE,FALSE
"2699",222.19,KIA EV6 77.4 kWh AWD GT 4x4 (584PS),65800,Neues Fahrzeug,20,584,Automatikgetriebe,Elektro,3421 Lyssach,2023-11-17,KIA ,EV6 ,EV6 77.4 ,TRUE,FALSE
"2700",222.20,KIA EV6 77.4 kWh AWD GT 4x4 (584PS),65800,Neues Fahrzeug,20,584,Automatikgetriebe,Elektro,3421 Lyssach,2023-11-17,KIA ,EV6 ,EV6 77.4 ,TRUE,FALSE
"2701",223.1,CHRYSLER Windsor,22500,01.1947,62'600,116,Automatikgetriebe,Benzin,4002 Basel,2023-11-17,CHRYSLER ,"","",TRUE,FALSE
"2702",223.2,JAGUAR XJ 5.0 V8 S/C Supersport Automatic,27900,08.2010,75'000,510,Automatikgetriebe,Benzin,5624 Bünzen,2023-11-17,JAGUAR ,XJ ,XJ 5.0 ,TRUE,FALSE
"2703",223.3,NISSAN X-Trail 1.7 dCi tekna ALL-MODE 4x4,24800,02.2018,40'000,131,Handschaltung,Diesel,8307 Effretikon,2023-11-17,NISSAN ,X-Trail ,X-Trail 1.7 ,TRUE,FALSE
"2704",223.4,FIAT 124 Spider 1.4 TB Lusso,19990,03.2017,51'000,140,Handschaltung,Benzin,7000 Chur,2023-11-17,FIAT ,124 ,124 Spider ,TRUE,FALSE
"2705",223.5,AUDI A5 Coupé 3.0 TDI quattro,24500,11.2010,105'000,0,Handschaltung,Diesel,5420 Ehrendingen,2023-11-17,AUDI ,A5 ,A5 Coupé ,TRUE,FALSE
"2706",223.6,BMW 116 i,10500,03.2012,39'298,136,Handschaltung,Benzin,8008 Zürich,2023-11-17,BMW ,116 ,116 ,TRUE,FALSE
"2707",223.7,JAGUAR E-Type Serie 3 V12,99000,07.1972,95'000,276,Automatikgetriebe,Benzin,8592 Uttwil,2023-11-17,JAGUAR ,E-Type ,E-Type Serie ,TRUE,FALSE
"2708",223.8,TOYOTA Yaris 1.6 GR Sport,54900,10.2023,50,261,Handschaltung,Benzin,1890 St Maurice,2023-11-17,TOYOTA ,Yaris ,Yaris 1.6 ,TRUE,FALSE
"2709",223.9,BMW M6 Cabrio Drivelogic,57000,07.2013,109'000,560,Automatikgetriebe,Benzin,6005 Luzern,2023-11-17,BMW ,M6 ,M6 Cabrio ,TRUE,FALSE
"2710",223.10,BMW Z4 3.0i Roadster,14800,03.2003,139'000,231,Handschaltung,Benzin,8305 Dietlikon,2023-11-17,BMW ,Z4 ,Z4 3.0i ,TRUE,FALSE
"2711",223.11,FIAT 500 Cabrio La Prima by Bocelli TOP,35940,Neues Fahrzeug,20,119,Automatikgetriebe,Elektro,3421 Lyssach,2023-11-17,FIAT ,500 ,500 Cabrio ,TRUE,FALSE
"2712",223.12,HYUNDAI Ioniq 5 4WD *UNIQ-Edition* Panoramadach,59500,10.2022,6'200,306,Automatikgetriebe,Elektro,9642 Ebnat-Kappel SG,2023-11-17,HYUNDAI ,Ioniq ,Ioniq 5 ,TRUE,FALSE
"2713",223.13,SKODA Superb Combi 2.0 TSI SportLine 4x4 DSG,44444,05.2021,46'500,280,Automatikgetriebe,Benzin,3076 Worb,2023-11-17,SKODA ,Superb ,Superb Combi ,TRUE,FALSE
"2714",223.14,SKODA Superb Combi 2.0 TDi SportLine Light 4x4 DSG,58000,12.2022,14'000,200,Automatikgetriebe,Diesel,6760 Faido,2023-11-17,SKODA ,Superb ,Superb Combi ,TRUE,FALSE
"2715",223.15,RENAULT Zoe FP Intens R90 (incl. Battery),15200,06.2018,23'000,90,Automatikgetriebe,Elektro,8184 Bachenbülach ZH,2023-11-17,RENAULT ,Zoe ,Zoe FP ,TRUE,FALSE
"2716",223.16,BMW iX xDrive40,69900,05.2022,15'900,327,Automatikgetriebe,Elektro,8184 Bachenbülach ZH,2023-11-17,BMW ,iX ,iX ,TRUE,FALSE
"2717",223.17,VOLVO C40 P6 Recharge Plus,46900,09.2022,15'800,231,Automatikgetriebe,Elektro,1920 Martigny,2023-11-17,VOLVO ,C40 ,C40 P6 ,TRUE,FALSE
"2718",223.18,CUPRA Leon 1.4 eHybrid DSG,33900,11.2021,38'900,245,Automatikgetriebe,Hybrid,1920 Martigny,2023-11-17,CUPRA ,Leon ,Leon 1.4 ,TRUE,FALSE
"2719",223.19,VOLVO XC60 2.0 T6 R-Design AWD,49750,01.2018,36'900,310,Automatikgetriebe,Benzin,6330 Cham,2023-11-17,VOLVO ,XC60 ,XC60 2.0 ,TRUE,FALSE
"2720",223.20,FORD Edge 2.0 TDCi 210 ST-Line FPS,32900,11.2018,54'262,211,Automatikgetriebe,Diesel,6440 Brunnen,2023-11-17,FORD ,Edge ,Edge 2.0 ,TRUE,FALSE
"2721",224.1,BMW 640i Cabrio xDrive,25000,05.2014,141'000,320,Automatikgetriebe,Benzin,1700 Fribourg,2023-11-17,BMW ,640i ,640i Cabrio ,TRUE,FALSE
"2722",224.2,PORSCHE 911 Turbo Cabrio PDK,165000,06.2018,30'000,540,Automatikgetriebe,Benzin,6330 Cham,2023-11-17,PORSCHE ,911 ,911 Turbo ,TRUE,FALSE
"2723",224.3,AUDI AUDI 85-90 QUATTRO,35000,08.1986,240'000,136,Handschaltung,Benzin,1957 Ardon,2023-11-17,AUDI ,AUDI ,AUDI 85-90 ,TRUE,FALSE
"2724",224.4,AUDI RS7 Sportback 4.0 TFSI V8 quattro S-tronic,59400,09.2013,77'355,560,Automatikgetriebe,Benzin,8154 Oberglatt,2023-11-17,AUDI ,RS7 ,RS7 Sportback ,TRUE,FALSE
"2725",224.5,MERCEDES-BENZ E 200 Avantgarde 9G-Tronic,37000,01.2020,61'000,197,Automatikgetriebe,Benzin,1025 St-Sulpice VD,2023-11-17,MERCEDES-BENZ ,E ,E 200 ,TRUE,FALSE
"2726",224.6,MASERATI Ghibli S Q4 3.0 V6 Automatica,29999,10.2015,93'000,411,Automatikgetriebe,Benzin,3930 Visp,2023-11-17,MASERATI ,Ghibli ,Ghibli S ,TRUE,FALSE
"2727",224.7,VW T-Roc 2.0 TSI R-Line DSG 4Motion,38900,08.2022,8'500,190,Automatikgetriebe,Benzin,8951 Fahrweid,2023-11-17,VW ,T-Roc ,T-Roc 2.0 ,TRUE,FALSE
"2728",224.8,BMW X5 xDrive 40e iPerformance Steptronic,24000,04.2016,185'000,313,Automatikgetriebe,Hybrid,4923 Wynau,2023-11-17,BMW ,X5 ,X5 xDrive ,TRUE,FALSE
"2729",224.9,SUBARU Forester 2.0D Advantage,7000,03.2013,162'265,147,Handschaltung,Diesel,8586 Erlen,2023-11-17,SUBARU ,Forester ,Forester 2.0D ,TRUE,FALSE
"2730",224.10,AUDI Q4 Sportback e-tron 50 quattro,69000,05.2022,13'000,299,,Elektro,3930 Visp,2023-11-17,AUDI ,Q4 ,Q4 Sportback ,TRUE,FALSE
"2731",224.11,HYUNDAI i20 1.2 Comfort,6900,08.2013,88'500,86,Handschaltung,Benzin,8340 Hinwil,2023-11-17,HYUNDAI ,i20 ,i20 1.2 ,TRUE,FALSE
"2732",224.12,BMW 520d xDrive 48V M Sport Steptronic,84900,Neues Fahrzeug,10,197,Automatikgetriebe,Diesel,8048 Zürich,2023-11-17,BMW ,520d ,520d xDrive ,TRUE,FALSE
"2733",224.13,FORD MUSTANG,34900,03.1969,57'900,155,Automatikgetriebe,Benzin,9220 Bischofszell,2023-11-17,FORD ,"","",TRUE,FALSE
"2734",224.14,CUPRA Ateca 2.0TSI 4Drive,38900,08.2021,17'400,300,Automatikgetriebe,Benzin,8370 Sirnach,2023-11-17,CUPRA ,Ateca ,Ateca 2.0TSI ,TRUE,FALSE
"2735",224.15,SUZUKI Vitara 1.4 Boosterjet Compact +  Hybrid,25900,Tageszulassung,100,129,Handschaltung,Hybrid,7000 Chur,2023-11-17,SUZUKI ,Vitara ,Vitara 1.4 ,TRUE,FALSE
"2736",224.16,SUZUKI S-Cross 1.4 16V Compact+ MHD 4WD,26900,Tageszulassung,100,129,Handschaltung,Benzin,7000 Chur,2023-11-17,SUZUKI ,S-Cross ,S-Cross 1.4 ,TRUE,FALSE
"2737",224.17,SKODA Superb 1.8 TSI Ambition 4x4,11500,10.2011,102'300,160,Handschaltung,Benzin,8340 Hinwil,2023-11-17,SKODA ,Superb ,Superb 1.8 ,TRUE,FALSE
"2738",224.18,FERRARI 488 GTB Vossen,234000,10.2015,16'700,670,Automatikgetriebe,Benzin,8048 Zürich,2023-11-17,FERRARI ,488 ,488 GTB ,TRUE,FALSE
"2739",224.19,MERCEDES-BENZ B 200 Night Star,31900,10.2020,28'000,163,Automatikgetriebe,Benzin,2022 Bevaix,2023-11-17,MERCEDES-BENZ ,B ,B 200 ,TRUE,FALSE
"2740",224.20,SKODA Enyaq iV 80x RS,63980,10.2023,5'000,299,Automatikgetriebe,Elektro,4147 Aesch,2023-11-17,SKODA ,Enyaq ,Enyaq iV ,TRUE,FALSE
"2741",225.1,AUDI S3 Sportback 2.0 TFSI quattro S-tronic,38000,10.2018,65'077,310,Automatikgetriebe,Benzin,6596 Gordola,2023-11-17,AUDI ,S3 ,S3 Sportback ,TRUE,FALSE
"2742",225.2,MERCEDES-BENZ GLC 300 d AMG Line 4Matic 9G-Tronic,48500,10.2019,60'000,245,Automatikgetriebe,Diesel,4419 Lupsingen,2023-11-17,MERCEDES-BENZ ,GLC ,GLC 300 ,TRUE,FALSE
"2743",225.3,AUSTIN-HEALEY 3000,81000,07.1959,53'900,0,Handschaltung,Benzin,4142 Münchenstein,2023-11-17,AUSTIN-HEALEY ,"","",TRUE,FALSE
"2744",225.4,TOYOTA LAND CRUISER HDJ100,38900,04.2004,299'000,205,Automatikgetriebe,Diesel,2552 Orpund,2023-11-17,TOYOTA ,LAND ,LAND CRUISER ,TRUE,FALSE
"2745",225.5,MERCEDES-BENZ CLA 250 e AMG Line 8G-DCT,55000,09.2022,20'000,217,Automatikgetriebe,Hybrid,6900 Paradiso,2023-11-17,MERCEDES-BENZ ,CLA ,CLA 250 ,TRUE,FALSE
"2746",225.6,BMW 740i,22500,07.1999,221'500,286,Automatikgetriebe,Benzin,8405 Winterthur,2023-11-17,BMW ,"","",TRUE,FALSE
"2747",225.7,MERCEDES-BENZ GLC Coupé 43 AMG 4Matic 9G-Tronic,39900,07.2018,99'000,367,Automatikgetriebe,Benzin,8166 Niederweningen,2023-11-17,MERCEDES-BENZ ,GLC ,GLC Coupé ,TRUE,FALSE
"2748",225.8,BMW 325d Cabriolet Steptronic,15000,12.2008,138'200,280,Automatikgetriebe,Diesel,2610 St-Imier,2023-11-17,BMW ,325d ,325d Cabriolet ,TRUE,FALSE
"2749",225.9,VW T4,17900,07.1997,210'000,102,Handschaltung,Diesel,8406 Winterthur,2023-11-17,VW ,"","",TRUE,FALSE
"2750",225.10,AUDI A4 Avant 40 TDI Design quattro S-tronic,25500,02.2019,86'000,190,Automatikgetriebe,Diesel,1854 leysin,2023-11-17,AUDI ,A4 ,A4 Avant ,TRUE,FALSE
"2751",225.11,TOYOTA Camry 2.5 HSD e-CVT Premium,51000,Neues Fahrzeug,25,217,Automatikgetriebe,Hybrid,8880 Walenstadt / SG,2023-11-17,TOYOTA ,Camry ,Camry 2.5 ,TRUE,FALSE
"2752",225.12,TOYOTA Land Cruiser 2.8TD Active,47000,03.2023,14'500,204,Handschaltung,Diesel,8880 Walenstadt / SG,2023-11-17,TOYOTA ,Land ,Land Cruiser ,TRUE,FALSE
"2753",225.13,SKODA Octavia Combi 2.0 TDI DSG Ambition 4x4,43950,Neues Fahrzeug,150,150,Automatikgetriebe,Diesel,3714 Frutigen,2023-11-17,SKODA ,Octavia ,Octavia Combi ,TRUE,FALSE
"2754",225.14,VW Golf Variant 2.0 TSI R-Line DSG 4Motion,51950,Neues Fahrzeug,150,191,Automatikgetriebe,Benzin,3714 Frutigen,2023-11-17,VW ,Golf ,Golf Variant ,TRUE,FALSE
"2755",225.15,MERCEDES-BENZ GLE 450 d 4Matic AMG Line 9G-Tronic,122250,Neues Fahrzeug,100,367,Automatikgetriebe,Diesel,8620 Wetzikon & 8645 Rapperswil-Jona,2023-11-17,MERCEDES-BENZ ,GLE ,GLE 450 ,TRUE,FALSE
"2756",225.16,TESLA Model 3 Long Range Dual Motor AWD,34950,01.2020,48'500,491,Automatikgetriebe,Elektro,8835 Feusisberg /Pfäffikon Schwyz /,2023-11-17,TESLA ,Model ,Model 3 ,TRUE,FALSE
"2757",225.17,BMW X3 xDrive 48V 20d M Sport,55990,03.2023,18'000,190,Automatikgetriebe,Diesel,8865 Bilten,2023-11-17,BMW ,X3 ,X3 xDrive ,TRUE,FALSE
"2758",225.18,LAND ROVER Range Rover Sport D250 3.0D I6 MHEV HSE Automatic,71990,09.2021,65'200,249,Automatikgetriebe,Diesel,8865 Bilten,2023-11-17,LAND ,ROVER ,ROVER Range ,TRUE,FALSE
"2759",225.19,LAND ROVER Range Rover Sport D350 3.0 TD6 MHEV Autobography Automatic,129900,06.2023,16'200,351,Automatikgetriebe,Diesel,8865 Bilten,2023-11-17,LAND ,ROVER ,ROVER Range ,TRUE,FALSE
"2760",225.20,PORSCHE Macan S PDK,76900,11.2021,51'500,380,Automatikgetriebe,Benzin,8865 Bilten,2023-11-17,PORSCHE ,Macan ,Macan S ,TRUE,FALSE
"2761",226.1,VW Passat Variant 2.0 TDI BMT High. DSG 4Motion,28100,09.2015,57'000,240,Automatikgetriebe,Diesel,8052 Zürich,2023-11-17,VW ,Passat ,Passat Variant ,TRUE,FALSE
"2762",226.2,MORGAN 4/4 1.6 Sport,49000,12.2016,28'000,112,Handschaltung,Benzin,8197 Rafz,2023-11-17,MORGAN ,4/4 ,4/4 1.6 ,TRUE,FALSE
"2763",226.3,FORD Focus 2.0i 16V RS,25990,05.2004,83'000,215,Handschaltung,Benzin,6252 DAGMERSELLEN,2023-11-17,FORD ,Focus ,Focus 2.0i ,TRUE,FALSE
"2764",226.4,BMW M3 CSL Coupé,162800,02.2004,58'500,360,Automatikgetriebe,Benzin,8580 Amriswil,2023-11-17,BMW ,M3 ,M3 CSL ,TRUE,FALSE
"2765",226.5,PORSCHE 911 Turbo,85000,06.2000,84'841,549,Handschaltung,Benzin,7500 St.moritz,2023-11-17,PORSCHE ,911 ,911 ,TRUE,FALSE
"2766",226.6,ROLLS-ROYCE Silver Spirit Limousine,27990,07.1984,150'500,,Automatikgetriebe,,5610 WOHLEN,2023-11-17,ROLLS-ROYCE ,Silver ,Silver Spirit ,TRUE,FALSE
"2767",226.7,BMW Z1,59900,02.1991,41'500,170,Handschaltung,Benzin,6234 Triengen,2023-11-17,BMW ,"","",TRUE,FALSE
"2768",226.8,FIAT 500 F110 Berlina,11900,02.1973,65'000,18,Handschaltung,Benzin,8903 Birmensdorf,2023-11-17,FIAT ,500 ,500 F110 ,TRUE,FALSE
"2769",226.9,AUDI RS5 Coupé 4.2 FSI quattro S-tronic,31000,10.2010,108'500,450,Automatikgetriebe,Benzin,3006 Bern,2023-11-17,AUDI ,RS5 ,RS5 Coupé ,TRUE,FALSE
"2770",226.10,VOLVO XC60 D4 AWD R-Design Geartronic,40999,04.2018,78'800,190,Automatikgetriebe,Diesel,5430 Wettingen,2023-11-17,VOLVO ,XC60 ,XC60 D4 ,TRUE,FALSE
"2771",226.11,LAND ROVER Range Rover D350 3.0D I6 MHEV HSE Automatic,169900,09.2023,3'500,351,Automatikgetriebe,Diesel,8865 Bilten,2023-11-17,LAND ,ROVER ,ROVER Range ,TRUE,FALSE
"2772",226.12,VW Golf 2.0 TSI R DSG 4Motion,49800,01.2022,6'500,320,Automatikgetriebe,Benzin,6300 Zug,2023-11-17,VW ,Golf ,Golf 2.0 ,TRUE,FALSE
"2773",226.13,TESLA MODEL 3 Long Range Dual AWD,42989,07.2022,7'006,498,Automatikgetriebe,Elektro,5610 Wohlen (AG),2023-11-17,TESLA ,MODEL ,MODEL 3 ,TRUE,FALSE
"2774",226.14,VW GOLF 8 1.5 eTSI mHEV R-Line DSG,30989,03.2023,5'966,150,Automatikgetriebe,Benzin,5610 Wohlen (AG),2023-11-17,VW ,GOLF ,GOLF 8 ,TRUE,FALSE
"2775",226.15,DODGE Durango SRT 6.4 V8 AWD Automat,54989,06.2018,90'202,475,Automatikgetriebe,Benzin,5610 Wohlen (AG),2023-11-17,DODGE ,Durango ,Durango SRT ,TRUE,FALSE
"2776",226.16,MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT,31500,12.2015,69'000,381,Automatikgetriebe,Benzin,6300 Zug,2023-11-17,MERCEDES-BENZ ,A ,A 45 ,TRUE,FALSE
"2777",226.17,BMW 330i Touring xDrive Steptronic M Sport - Navi - Harman/Kardon - Head-Up - Live Cockpit - 258 PS,42800,09.2020,21'990,258,Automatikgetriebe,Benzin,8620 Wetzikon,2023-11-17,BMW ,330i ,330i Touring ,TRUE,FALSE
"2778",226.18,FORD S-MAX 2.5 Hybrid ST-Line 7 Plätzer,43889,Neues Fahrzeug,6,190,Automatikgetriebe,Hybrid,5610 Wohlen (AG),2023-11-17,FORD ,S-MAX ,S-MAX 2.5 ,TRUE,FALSE
"2779",226.19,FORD S-MAX 2.5 Hybrid ST-Line 7 Plätzer,43889,Neues Fahrzeug,6,190,Automatikgetriebe,Hybrid,5610 Wohlen (AG),2023-11-17,FORD ,S-MAX ,S-MAX 2.5 ,TRUE,FALSE
"2780",226.20,FORD S-MAX 2.5 Hybrid ST-Line 7 Plätzer,43889,Neues Fahrzeug,21,190,Automatikgetriebe,Hybrid,5610 Wohlen (AG),2023-11-17,FORD ,S-MAX ,S-MAX 2.5 ,TRUE,FALSE
"2781",227.1,VW T2 T2a Camping,45000,03.1969,14'700,48,Handschaltung,Benzin,8730 Uznach,2023-11-17,VW ,T2 ,T2 T2a ,TRUE,FALSE
"2782",227.2,CHEVROLET Corvette Coupé Z06 3LZ Automatic,89800,05.2015,33'800,660,Automatikgetriebe,Benzin,8863 Buttikon,2023-11-17,CHEVROLET ,Corvette ,Corvette Coupé ,TRUE,FALSE
"2783",227.3,BMW 520d Touring xDrive Luxury Line Steptronic,16999,09.2015,203'000,190,Automatikgetriebe,Diesel,8046 Zürich,2023-11-17,BMW ,520d ,520d Touring ,TRUE,FALSE
