"",V1,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"12433",12433,AUTOBIANCHI BIANCHINA 110 B,35555,05.1968,71'267,21,Handschaltung,Benzin,6438 Ibach,2023-11-18,AUTOBIANCHI ,BIANCHINA ,BIANCHINA 110 ,,FALSE
"12434",12434,MERCEDES-BENZ E 400 e 4Matic 9G-Tronic,102800,Neues Fahrzeug,100,381,Automatikgetriebe,Hybrid,6438 Ibach-Schwyz,2023-11-18,MERCEDES-BENZ ,E ,E 400 ,,FALSE
"12435",12435,JAGUAR E-PACE 2.0 T R-Dynamic HSE AWD,37980,11.2018,52'700,300,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,JAGUAR ,E-PACE ,E-PACE 2.0 ,,FALSE
"12436",12436,JEEP Compass 1.3 T PHEV Upland AWD,47990,03.2023,6'900,240,Automatikgetriebe,Hybrid,8048 Zürich,2023-11-18,JEEP ,Compass ,Compass 1.3 ,,FALSE
"12437",12437,BMW 420d SAG Cabrio M-Sport,49890,12.2021,9'900,201,Automatikgetriebe,Diesel,8309 Nürensdorf,2023-11-18,BMW ,420d ,420d SAG ,,FALSE
"12438",12438,VW Passat Variant 2.0 TDI BMT High. DSG 4Motion,25890,09.2015,92'350,240,Automatikgetriebe,Diesel,4923 WYNAU (BE),2023-11-18,VW ,Passat ,Passat Variant ,,FALSE
"12439",12439,CITROEN SPACETOURER M 180D Swiss Editon Automat EAT8 9-Plätzer,51500,Neues Fahrzeug,10,177,Automatikgetriebe,Diesel,8570 Weinfelden,2023-11-18,CITROEN ,SPACETOURER ,SPACETOURER M ,,FALSE
"12440",12440,SEAT Alhambra 1.4 TSI Style Eco,12999,03.2012,125'000,150,Handschaltung,Benzin,6474 Amsteg,2023-11-18,SEAT ,Alhambra ,Alhambra 1.4 ,,FALSE
"12441",12441,FULU E.Z. Meteor (80km/h),9900,Vorführmodell,500,0,Automatikgetriebe,Elektro,8165 Schöfflisdorf,2023-11-18,FULU ,E.Z. ,E.Z. Meteor ,,FALSE
"12442",12442,ALFA ROMEO SPIDER 1600 Duetto Osso di seppia,89000,06.1966,53'500,113,Handschaltung,Benzin,3012 Bern,2023-11-18,ALFA ,ROMEO ,ROMEO SPIDER ,,FALSE
"12443",12443,VOLVO V60 D4 Momentum Geartronic,8500,12.2014,208'000,163,Automatikgetriebe,Diesel,1816 Chailly-Montreux,2023-11-18,VOLVO ,V60 ,V60 D4 ,,FALSE
"12444",12444,BMW 1er M Coupé,53900,05.2012,66'000,340,Handschaltung,Benzin,8600 Dübendorf,2023-11-18,BMW ,1er ,1er M ,,FALSE
"12445",12445,BMW 218d Sport Line,18900,09.2014,142'000,143,Handschaltung,Diesel,4000 Basel,2023-11-18,BMW ,218d ,218d Sport ,,FALSE
"12446",12446,MERCEDES-BENZ G 63 AMG Speedshift Plus G-Tronic,185000,10.2020,28'745,585,Automatikgetriebe,Benzin,8002 ZÜRICH,2023-11-18,MERCEDES-BENZ ,G ,G 63 ,,FALSE
"12447",12447,BMW M440i xDrive 48V Cabriolet Steptronic,69000,05.2021,30'913,374,Automatikgetriebe,Benzin,6300 Zug,2023-11-18,BMW ,M440i ,M440i xDrive ,,FALSE
"12448",12448,VW BUGGY Albar S,28000,09.1969,19'000,101,Handschaltung,Benzin,8032 Zürich,2023-11-18,VW ,BUGGY ,BUGGY Albar ,,FALSE
"12449",12449,PORSCHE Panamera Turbo S PDK,155000,12.2020,33'000,630,Automatikgetriebe,Benzin,2400 2400 Le Locle (CH),2023-11-18,PORSCHE ,Panamera ,Panamera Turbo ,,FALSE
"12450",12450,OPEL Mokka 1.2 Direct Injection Turbo Ultimate Aut.,25000,11.2021,30'000,130,Automatikgetriebe,Benzin,1012 Lausanne,2023-11-18,OPEL ,Mokka ,Mokka 1.2 ,,FALSE
"12451",12451,FIAT 500 Abarth 595 Abarth 1.4 T-Jet Turismo,20980,08.2017,54'900,165,Handschaltung,Benzin,9542 Münchwilen,2023-11-18,FIAT ,500 ,500 Abarth ,,FALSE
"12452",12452,HYUNDAI KONA 1.6 T-GDi Origo 4WD,39400,Neues Fahrzeug,20,198,Automatikgetriebe,Benzin,6010 Kriens,2023-11-18,HYUNDAI ,KONA ,KONA 1.6 ,,FALSE
"12453",12453,SEAT LEON ST 2.0 TSI DSG Cupra 4Drive,28890,04.2018,48'100,300,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,SEAT ,LEON ,LEON ST ,,FALSE
"12454",12454,PORSCHE 911 Carrera Cabriolet,184700,Neues Fahrzeug,30,385,Automatikgetriebe,Benzin,3018 Bern,2023-11-18,PORSCHE ,911 ,911 Carrera ,,FALSE
"12455",12455,FERRARI GTC 4 Lusso,159900,04.2019,138'000,690,Automatikgetriebe,Benzin,4632 Trimbach bei Olten,2023-11-18,FERRARI ,GTC ,GTC 4 ,,FALSE
"12456",12456,AUDI S1 Sportback 2.0 TFSI quattro,19880,04.2014,96'800,230,Handschaltung,Benzin,8105 Regensdorf,2023-11-18,AUDI ,S1 ,S1 Sportback ,,FALSE
"12457",12457,AUDI Q7 3.0 50 TDI quattro T-Tronic,67900,02.2019,87'800,286,Automatikgetriebe,Diesel,9015 St. Gallen,2023-11-18,AUDI ,Q7 ,Q7 3.0 ,,FALSE
"12458",12458,VW GOLF 8 2.0 TSI GTI DSG Clubsport,41980,02.2022,26'600,300,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,VW ,GOLF ,GOLF 8 ,,FALSE
"12459",12459,MAZDA CX-30 2.0 186 Ambition Plus AWD,36900,Neues Fahrzeug,8,186,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,MAZDA ,CX-30 ,CX-30 2.0 ,,FALSE
"12460",12460,OPEL Astra 1.8i 16V Enjoy,4500,09.2006,152'000,140,Handschaltung,Benzin,7000 Chur,2023-11-18,OPEL ,Astra ,Astra 1.8i ,,FALSE
"12461",12461,MERCEDES-BENZ E 53 AMG 4Matic 9G-Tronic,52450,02.2020,104'300,435,Automatikgetriebe,Benzin,6312 Steinhausen,2023-11-18,MERCEDES-BENZ ,E ,E 53 ,,FALSE
"12462",12462,FIAT Panda 0.9 Twinair Turbo 4x4,15900,11.2019,63'550,85,Handschaltung,Benzin,1868 Collombey,2023-11-18,FIAT ,Panda ,Panda 0.9 ,,FALSE
"12463",12463,BMW M235i Gran Coupé xDrive,37900,03.2020,87'000,306,Automatikgetriebe,Benzin,8833 Samstagern,2023-11-18,BMW ,M235i ,M235i Gran ,,FALSE
"12464",12464,FORD Ranger Raptor 2.0 Eco Blue 4x4 A,42900,11.2019,64'200,213,Automatikgetriebe,Diesel,1868 Collombey,2023-11-18,FORD ,Ranger ,Ranger Raptor ,,FALSE
"12465",12465,BMW M340i xDrive 48V Touring Steptronic M Sport Pro,97900,Neues Fahrzeug,10,374,Automatikgetriebe,Benzin,8048 Zürich,2023-11-18,BMW ,M340i ,M340i xDrive ,,FALSE
"12466",12466,MAZDA CX-5 e-Skyactiv-G 165 Center-line FWD Automat,38600,Neues Fahrzeug,10,165,Automatikgetriebe,Benzin,6814 Lamone,2023-11-18,MAZDA ,CX-5 ,CX-5 e-Skyactiv-G ,,FALSE
"12467",12467,FERRARI 488 Pista 3.9 V8,449000,12.2020,6'990,720,Automatikgetriebe,Benzin,8902 Urdorf-Zürich,2023-11-18,FERRARI ,488 ,488 Pista ,,FALSE
"12468",12468,MG MG4 Luxury 64 kWh 435 km Reichweite,33900,Neues Fahrzeug,20,204,Automatikgetriebe,Elektro,5612 Villmergen (Wohlen AG),2023-11-18,MG ,MG4 ,MG4 Luxury ,,FALSE
"12469",12469,MG MG4 Luxury 64 kWh 435 km Reichweite,33900,Neues Fahrzeug,20,204,Automatikgetriebe,Elektro,5612 Villmergen (Wohlen AG),2023-11-18,MG ,MG4 ,MG4 Luxury ,,FALSE
"12470",12470,MG MG4 Luxury 64 kWh 435 km Reichweite,33900,Neues Fahrzeug,20,204,Automatikgetriebe,Elektro,5612 Villmergen (Wohlen AG),2023-11-18,MG ,MG4 ,MG4 Luxury ,,FALSE
"12471",12471,MINI Countryman Cooper SE Highland Edition ALL4 PHEV Steptronic,52900,Neues Fahrzeug,10,224,Automatikgetriebe,Hybrid,1806 St-Légier-Chiésaz,2023-11-18,MINI ,Countryman ,Countryman Cooper ,,FALSE
"12472",12472,PEUGEOT BOXER 2.2 HDI 335 L3H2,44926,Neues Fahrzeug,1,140,Handschaltung,Diesel,2022 Bevaix,2023-11-18,PEUGEOT ,BOXER ,BOXER 2.2 ,,FALSE
"12473",12473,BMW 125i Cabrio Steptronic,12900,10.2009,110'000,218,Automatikgetriebe,Benzin,8956 Killwangen,2023-11-18,BMW ,125i ,125i Cabrio ,,FALSE
"12474",12474,SKODA Kodiaq 2.0 TSI 4x4 RS,58850,10.2023,50,244,Automatikgetriebe,Benzin,7000 Chur,2023-11-18,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"12475",12475,BMW 320d xDrive 48V Touring,33900,07.2021,55'000,190,Automatikgetriebe,Diesel,1895 Vionnaz,2023-11-18,BMW ,320d ,320d xDrive ,,FALSE
"12476",12476,VW T-Roc 2.0 TSI R 4M,42900,11.2021,32'000,301,Automatikgetriebe,Benzin,3966 Chalais - Sierre,2023-11-18,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"12477",12477,MASERATI Ghibli S Q4 3.0 V6 Automatica,35700,04.2016,98'500,411,Automatikgetriebe,Benzin,9063 Stein,2023-11-18,MASERATI ,Ghibli ,Ghibli S ,,FALSE
"12478",12478,BMW M4 Coupé Competition,65900,06.2019,78'000,450,Automatikgetriebe,Benzin,5417 Untersiggenthal,2023-11-18,BMW ,M4 ,M4 Coupé ,,FALSE
"12479",12479,BMW 225xe ActiveTourer MSport,27900,10.2019,35'500,136,Automatikgetriebe,Hybrid,5417 Untersiggenthal,2023-11-18,BMW ,225xe ,225xe ActiveTourer ,,FALSE
"12480",12480,PORSCHE 911 Turbo S PDK,127800,04.2014,60'000,560,Automatikgetriebe,Benzin,8712 Stäfa,2023-11-18,PORSCHE ,911 ,911 Turbo ,,FALSE
"12481",12481,PORSCHE 911 Carrera 4 GTS PDK,234500,Neues Fahrzeug,99,480,Automatikgetriebe,Benzin,6312 Steinhausen,2023-11-18,PORSCHE ,911 ,911 Carrera ,,FALSE
"12482",12482,SUZUKI Swift 1.2 Compact + 4x4 Hybrid,20880,Tageszulassung,10,83,Handschaltung,Benzin,4923 WYNAU (BE),2023-11-18,SUZUKI ,Swift ,Swift 1.2 ,,FALSE
"12483",12483,SUZUKI Swift 1.2 Compact + 4x4 Hybrid,20880,Tageszulassung,10,83,Handschaltung,Benzin,4923 WYNAU (BE),2023-11-18,SUZUKI ,Swift ,Swift 1.2 ,,FALSE
"12484",12484,SKODA Octavia Combi 2.0 TDI DSG RS 4x4,55850,Neues Fahrzeug,200,200,Automatikgetriebe,Diesel,4900 Langenthal,2023-11-18,SKODA ,Octavia ,Octavia Combi ,,FALSE
"12485",12485,KIA Picanto 1.0 CVVT Picanto,13000,09.2021,25'500,67,Handschaltung,Benzin,8800 Thalwil,2023-11-18,KIA ,Picanto ,Picanto 1.0 ,,FALSE
"12486",12486,RENAULT Twingo Electric Vibes,19900,04.2021,13'800,82,Automatikgetriebe,Elektro,6208 Oberkirch,2023-11-18,RENAULT ,Twingo ,Twingo Electric ,,FALSE
"12487",12487,VW Golf 1.4 TSI Comfortline DSG,13950,04.2014,167'900,122,Automatikgetriebe,Benzin,8835 Feusisberg /Pfäffikon Schwyz /,2023-11-18,VW ,Golf ,Golf 1.4 ,,FALSE
"12488",12488,OPEL Zafira 1.6T eTEC Enjoy,22970,05.2019,54'200,136,Automatikgetriebe,Benzin,3063 ITTIGEN,2023-11-18,OPEL ,Zafira ,Zafira 1.6T ,,FALSE
"12489",12489,MINI Countryman JCW ALL4,61900,Vorführmodell,3'000,306,Automatikgetriebe,Benzin,4153 Reinach BL,2023-11-18,MINI ,Countryman ,Countryman JCW ,,FALSE
"12490",12490,MINI Countryman Co S AWD Highl,49900,Vorführmodell,5'000,178,Automatikgetriebe,Benzin,4153 Reinach BL,2023-11-18,MINI ,Countryman ,Countryman Co ,,FALSE
"12491",12491,MINI Countryman CooperSE ALL4,55900,Vorführmodell,3'000,125,Automatikgetriebe,Hybrid,4153 Reinach BL,2023-11-18,MINI ,Countryman ,Countryman CooperSE ,,FALSE
"12492",12492,MINI Cooper S Cabriolet,42900,Vorführmodell,3'000,178,Automatikgetriebe,Benzin,4153 Reinach BL,2023-11-18,MINI ,Cooper ,Cooper S ,,FALSE
"12493",12493,MINI Cooper S Cabriolet,41900,Vorführmodell,3'000,178,Automatikgetriebe,Benzin,4153 Reinach BL,2023-11-18,MINI ,Cooper ,Cooper S ,,FALSE
"12494",12494,MINI Cooper JCW Steptr.,47900,Vorführmodell,3'000,231,Automatikgetriebe,Benzin,4153 Reinach BL,2023-11-18,MINI ,Cooper ,Cooper JCW ,,FALSE
"12495",12495,MINI Cooper S DKG,44900,Vorführmodell,3'000,178,Automatikgetriebe,Benzin,4153 Reinach BL,2023-11-18,MINI ,Cooper ,Cooper S ,,FALSE
"12496",12496,RENAULT Grand Scénic 1.4 16V Turbo Dynamique,5500,12.2009,107'350,131,Handschaltung,Benzin,8154 Oberglatt,2023-11-18,RENAULT ,Grand ,Grand Scénic ,,FALSE
"12497",12497,MERCEDES-BENZ S 63 AMG E Performance 4Matic Business Class,296200,Neues Fahrzeug,10,802,Automatikgetriebe,Hybrid,5070 Frick,2023-11-18,MERCEDES-BENZ ,S ,S 63 ,,FALSE
"12498",12498,MERCEDES-BENZ E 400 e 4Matic 9G-Tronic,110200,Neues Fahrzeug,10,381,Automatikgetriebe,Hybrid,5070 Frick,2023-11-18,MERCEDES-BENZ ,E ,E 400 ,,FALSE
"12499",12499,SEAT Ibiza 1.4 Reference,5900,12.2010,109'000,85,Handschaltung,Benzin,8352 Elsau ZH,2023-11-18,SEAT ,Ibiza ,Ibiza 1.4 ,,FALSE
"12500",12500,VW Polo 1.0 BMT Value,13980,07.2021,79'126,80,Handschaltung,Benzin,6260 Reiden,2023-11-18,VW ,Polo ,Polo 1.0 ,,FALSE
"12501",12501,MERCEDES-BENZ A 45S AMG 4MATIC+  Kompaktlimo,79900,01.2023,3'000,421,Automatikgetriebe,Benzin,7000 Chur,2023-11-18,MERCEDES-BENZ ,A ,A 45S ,,FALSE
"12502",12502,TOYOTA C-HR 2.0 HSD CVT GR Sport,39444,Tageszulassung,8,179,Automatikgetriebe,Hybrid,5432 Neuenhof,2023-11-18,TOYOTA ,C-HR ,C-HR 2.0 ,,FALSE
"12503",12503,MERCEDES-BENZ SL 500 7G-Tronic,36500,03.2012,114'000,435,Automatikgetriebe,Benzin,7000 Chur,2023-11-18,MERCEDES-BENZ ,SL ,SL 500 ,,FALSE
"12504",12504,MERCEDES-BENZ C 220 T-Modell,49900,06.2022,8'000,200,Automatikgetriebe,Diesel,7000 Chur,2023-11-18,MERCEDES-BENZ ,C ,C 220 ,,FALSE
"12505",12505,MERCEDES-BENZ E 350 d 4MATIC All- Terrain,57900,01.2018,29'000,258,Automatikgetriebe,Diesel,7000 Chur,2023-11-18,MERCEDES-BENZ ,E ,E 350 ,,FALSE
"12506",12506,BMW 118i Sport Line Steptronic,36900,11.2022,12'900,136,Automatikgetriebe,Benzin,8750 Glarus,2023-11-18,BMW ,118i ,118i Sport ,,FALSE
"12507",12507,VW ID.5 Pro Performance 77 kWh 75 Edition,52450,Neues Fahrzeug,50,204,Automatikgetriebe,Elektro,5210 Windisch,2023-11-18,VW ,ID.5 ,ID.5 Pro ,,FALSE
"12508",12508,VW e-Up,30069,Neues Fahrzeug,50,82,Automatikgetriebe,Elektro,5210 Windisch,2023-11-18,VW ,"","",,FALSE
"12509",12509,VW Taigo 1.0 TSI Life DSG,30117,Neues Fahrzeug,50,110,Automatikgetriebe,Benzin,5210 Windisch,2023-11-18,VW ,Taigo ,Taigo 1.0 ,,FALSE
"12510",12510,VW Passat 2.0 TDI BMt 75 Edition 4Motion DSG,56335,Neues Fahrzeug,50,200,Automatikgetriebe,Diesel,5210 Windisch,2023-11-18,VW ,Passat ,Passat 2.0 ,,FALSE
"12511",12511,VW Polo 1.2 TSI Comfortline DSG,12599,07.2011,36'400,105,Automatikgetriebe,Benzin,8156 Oberhasli,2023-11-18,VW ,Polo ,Polo 1.2 ,,FALSE
"12512",12512,BMW M3,59900,01.2016,64'192,600,Handschaltung,Benzin,8604 Volketswil / Zürich,2023-11-18,BMW ,"","",,FALSE
"12513",12513,VW T-Roc 2.0 TSI R-Line DSG 4Motion,49364,Neues Fahrzeug,50,190,Automatikgetriebe,Benzin,8807 Freienbach,2023-11-18,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"12514",12514,VOLVO XC90 B5 Benzin Mild Hybrid AWD R-Design Geartronic,51950,01.2020,60'000,250,Automatikgetriebe,Benzin,8494 Bauma,2023-11-18,VOLVO ,XC90 ,XC90 B5 ,,FALSE
"12515",12515,VW Caddy 1.4 TSI Beach,19500,12.2015,120'000,125,Handschaltung,Benzin,8910 Affoltern am Albis,2023-11-18,VW ,Caddy ,Caddy 1.4 ,,FALSE
"12516",12516,VW Golf 1.5 eTSI  mHEV ACT R-Line 75 Edition DSG,38099,Neues Fahrzeug,50,150,Automatikgetriebe,Benzin,8807 Freienbach,2023-11-18,VW ,Golf ,Golf 1.5 ,,FALSE
"12517",12517,AUDI Q5 Sportback 35 TDI S Line S-Tronic,53880,06.2022,15'800,163,Automatikgetriebe,Diesel,8554 Bonau Wigoltingen,2023-11-18,AUDI ,Q5 ,Q5 Sportback ,,FALSE
"12518",12518,FIAT TIPO 1.4 HB MT 120 Lounge,10890,03.2018,84'780,120,Handschaltung,Benzin,8554 Bonau Wigoltingen,2023-11-18,FIAT ,TIPO ,TIPO 1.4 ,,FALSE
"12519",12519,MERCEDES-BENZ C 200 AMG Line 4matic Coupé,29980,10.2018,109'900,197,Automatikgetriebe,Benzin,8309 Nürensdorf,2023-11-18,MERCEDES-BENZ ,C ,C 200 ,,FALSE
"12520",12520,MERCEDES-BENZ A 250 4Matic AMG Line 4Matic 7G-DCT Voll-Ausstattung,34900,04.2019,71'000,224,Automatikgetriebe,Benzin,5312 Döttingen,2023-11-18,MERCEDES-BENZ ,A ,A 250 ,,FALSE
"12521",12521,VW T-Roc 2.0 TSI R 75 EditionDSG 4Motion,59900,Neues Fahrzeug,50,300,Automatikgetriebe,Benzin,5210 Windisch,2023-11-18,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"12522",12522,VOLVO XC60 2.0 B4 MH Ultimate Bright AWD,63900,Vorführmodell,6'000,211,Automatikgetriebe,Diesel,6212 St. Erhard,2023-11-18,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"12523",12523,VOLVO C40 P6 Recharge Plus,49900,Vorführmodell,3'000,231,Automatikgetriebe,Elektro,6212 St. Erhard,2023-11-18,VOLVO ,C40 ,C40 P6 ,,FALSE
"12524",12524,VOLVO C40 P8 Twin Recharge Ultimate AWD,52900,Vorführmodell,4'600,408,Automatikgetriebe,Elektro,6212 St. Erhard,2023-11-18,VOLVO ,C40 ,C40 P8 ,,FALSE
"12525",12525,VOLVO XC40 P8 Twin Ultimate AWD,58680,02.2023,7'900,408,Automatikgetriebe,Elektro,6212 St. Erhard,2023-11-18,VOLVO ,XC40 ,XC40 P8 ,,FALSE
"12526",12526,AUDI Q5 40 TDI S Line Black Edition quattro S-tronic,61890,Tageszulassung,10,204,Automatikgetriebe,Diesel,9535 Wilen bei Wil,2023-11-18,AUDI ,Q5 ,Q5 40 ,,FALSE
"12527",12527,BMW 220d xDrive Gran Tourer M Sport Steptronic,20990,08.2016,113'900,190,Automatikgetriebe,Diesel,9214 Kradolf,2023-11-18,BMW ,220d ,220d xDrive ,,FALSE
"12528",12528,ALFA ROMEO Stelvio 2.2 JTDM Executive Q4 Automatic,21990,01.2018,135'500,210,Automatikgetriebe,Diesel,9214 Kradolf,2023-11-18,ALFA ,ROMEO ,ROMEO Stelvio ,,FALSE
"12529",12529,MERCEDES-BENZ GLC 300 de AMG Line 4Matic Coupé,103900,Neues Fahrzeug,20,333,Automatikgetriebe,Hybrid,8108 Dällikon,2023-11-18,MERCEDES-BENZ ,GLC ,GLC 300 ,,FALSE
"12530",12530,MERCEDES-BENZ EQE 43 AMG 4Matic,126900,Neues Fahrzeug,10,476,Automatikgetriebe,Elektro,8305 Dietlikon,2023-11-18,MERCEDES-BENZ ,EQE ,EQE 43 ,,FALSE
"12531",12531,FORD Fiesta 1.0 EcoB Hybrid ST-Line X,31070,Neues Fahrzeug,10,125,Automatikgetriebe,Benzin,8500 Frauenfeld,2023-11-18,FORD ,Fiesta ,Fiesta 1.0 ,,FALSE
"12532",12532,HYUNDAI i30 1.0 T-GDi Classic Plus DCT,19990,06.2021,49'200,120,Automatikgetriebe,Benzin,5612 Villmergen (Wohlen AG),2023-11-18,HYUNDAI ,i30 ,i30 1.0 ,,FALSE
"12533",12533,HYUNDAI i30 1.0 T-GDi Classic Plus DCT,19990,08.2021,49'500,120,Automatikgetriebe,Benzin,5612 Villmergen (Wohlen AG),2023-11-18,HYUNDAI ,i30 ,i30 1.0 ,,FALSE
"12534",12534,FORD TOURNEO CONNECT ect Grand 2.0 EcoBlue 122 Active 4x4,44570,Neues Fahrzeug,1,122,Handschaltung,Diesel,8500 Frauenfeld,2023-11-18,FORD ,TOURNEO ,TOURNEO CONNECT ,,FALSE
"12535",12535,AUDI A1 Sportback 30 TFSI Attraction S-tronic,23900,08.2021,54'500,110,Automatikgetriebe,Benzin,9244 Niederuzwil,2023-11-18,AUDI ,A1 ,A1 Sportback ,,FALSE
"12536",12536,AUDI Q3 2.0 40 TDI S line quattro S-Tronic * CH-FAHRZEUG*,35900,07.2020,62'000,190,Automatikgetriebe,Diesel,8154 Oberglatt   ( Kanton ZH ),2023-11-18,AUDI ,Q3 ,Q3 2.0 ,,FALSE
"12537",12537,VW Tiguan 2.0 TDI BlueMotion Track&Style 4Motion,16900,01.2012,75'000,140,Handschaltung,Diesel,9244 Niederuzwil,2023-11-18,VW ,Tiguan ,Tiguan 2.0 ,,FALSE
"12538",12538,TOYOTA PRIUS 2.0 Plug-In-Hybrid Style,45890,Neues Fahrzeug,28,223,Automatikgetriebe,Hybrid,6403 Küssnacht am Rigi,2023-11-18,TOYOTA ,PRIUS ,PRIUS 2.0 ,,FALSE
"12539",12539,BMW M2 Swiss Performance Edition Drivelogic,46900,12.2017,83'500,370,Automatikgetriebe,Benzin,9244 Niederuzwil,2023-11-18,BMW ,M2 ,M2 Swiss ,,FALSE
"12540",12540,FIAT 500 Cabrio La Prima by Bocelli TOP,36140,Neues Fahrzeug,20,119,Automatikgetriebe,Elektro,9642 Ebnat-Kappel SG,2023-11-18,FIAT ,500 ,500 Cabrio ,,FALSE
"12541",12541,MERCEDES-BENZ EQC 400 4Matic,83900,Neues Fahrzeug,20,408,Automatikgetriebe,Elektro,8305 Dietlikon,2023-11-18,MERCEDES-BENZ ,EQC ,EQC 400 ,,FALSE
"12542",12542,MERCEDES-BENZ E 220 d AMG Line Coupé,78600,Neues Fahrzeug,17,194,Automatikgetriebe,Diesel,8305 Dietlikon,2023-11-18,MERCEDES-BENZ ,E ,E 220 ,,FALSE
"12543",12543,MERCEDES-BENZ GLE 53 AMG 4Matic+,99600,05.2021,39'000,457,Automatikgetriebe,Benzin,5430 Wettingen,2023-11-18,MERCEDES-BENZ ,GLE ,GLE 53 ,,FALSE
"12544",12544,AUDI Q4 e-tron 35,57400,Neues Fahrzeug,1,170,Automatikgetriebe,Elektro,8834 Schindellegi-Feusisberg,2023-11-18,AUDI ,Q4 ,Q4 e-tron ,,FALSE
"12545",12545,AUDI e-tron 55 S Line quattro,99900,Neues Fahrzeug,1,408,Automatikgetriebe,Elektro,8834 Schindellegi-Feusisberg,2023-11-18,AUDI ,e-tron ,e-tron 55 ,,FALSE
"12546",12546,LAND ROVER Range Rover Velar D 240 SE Automatic,47900,01.2018,59'000,240,Automatikgetriebe,Diesel,8604 Hegnau,2023-11-18,LAND ,ROVER ,ROVER Range ,,FALSE
"12547",12547,LAND ROVER Range Rover 5.0 V8 SC Autobiography Automatic,69800,02.2016,63'000,510,Automatikgetriebe,Benzin,8604 Hegnau,2023-11-18,LAND ,ROVER ,ROVER Range ,,FALSE
"12548",12548,VW VW Touran 2.0 TDI BMT R-Line Highline Facelift Aut.,44897,11.2023,50,150,Automatikgetriebe,Diesel,8330 Pfäffikon ZH/Neben Aldi,2023-11-18,VW ,VW ,VW Touran ,,FALSE
"12549",12549,FORD Fiesta 1.0 SCTi MHEV Cool & Connect Automat,19900,04.2022,15'900,125,Automatikgetriebe,Benzin,5430 Wettingen,2023-11-18,FORD ,Fiesta ,Fiesta 1.0 ,,FALSE
"12550",12550,MASERATI Quattroporte 3.0 V6 S Q4 Automatica,34700,02.2015,99'990,411,Automatikgetriebe,Benzin,7013 Domat Ems,2023-11-18,MASERATI ,Quattroporte ,Quattroporte 3.0 ,,FALSE
"12551",12551,VW Tiguan Allspace R-Line 2.0 TDI SCR Highline 4Motion DSG,34900,06.2019,118'000,240,Automatikgetriebe,Diesel,9244 Niederuzwil,2023-11-18,VW ,Tiguan ,Tiguan Allspace ,,FALSE
"12552",12552,FORD Kuga 2.5 Hybrid ST-Line X AWD,42789,Vorführmodell,3'000,190,Automatikgetriebe,Hybrid,6010 Kriens-Luzern,2023-11-18,FORD ,Kuga ,Kuga 2.5 ,,FALSE
"12553",12553,CUPRA Ateca 2.0TSI 4Drive DSG. ***SCHALENSITZE*** ***LENKRADHEIZUNG*** ***ANHÄNGERKUPPLUNG***,36899,05.2021,24'000,300,Automatikgetriebe,Benzin,8580 Amriswil,2023-11-18,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"12554",12554,SKODA Fabia 1.0 TSI Ambition,22180,Neues Fahrzeug,20,95,Handschaltung,Benzin,1716 Plaffeien,2023-11-18,SKODA ,Fabia ,Fabia 1.0 ,,FALSE
"12555",12555,AUDI SQ7 4.0 TDI quattro tiptronic **7-Plätzer**Panorama**S Sportsitz plus**,75900,10.2020,90'000,435,Automatikgetriebe,Diesel,9630 Wattwil,2023-11-18,AUDI ,SQ7 ,SQ7 4.0 ,,FALSE
"12556",12556,FIAT TIPO 1.5 Hybrid 130+20 City Life Top,29890,12.2022,13'500,131,Automatikgetriebe,Benzin,8408 Winterthur,2023-11-18,FIAT ,TIPO ,TIPO 1.5 ,,FALSE
"12557",12557,SKODA Kodiaq 2.0 TSI 4x4 SportLine,57250,Neues Fahrzeug,20,190,Automatikgetriebe,Benzin,1716 Plaffeien,2023-11-18,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"12558",12558,SKODA Karoq 1.5 TSI Style DSG,24900,11.2018,68'328,150,Automatikgetriebe,Benzin,8754 Netstal,2023-11-18,SKODA ,Karoq ,Karoq 1.5 ,,FALSE
"12559",12559,"MERCEDES-BENZ A 45 S AMG """"ECB EDITION"""" 4Matic+ Speedshift",67900,02.2020,59'000,470,Automatikgetriebe,Benzin,5036 Oberentfelden,2023-11-18,MERCEDES-BENZ ,A ,A 45 ,,FALSE
"12560",12560,AUDI Q4 Sportback e-tron 50 quattro,79610,Neues Fahrzeug,5,299,Automatikgetriebe,Elektro,1245 Collonge-Bellerive / Genève,2023-11-18,AUDI ,Q4 ,Q4 Sportback ,,FALSE
"12561",12561,PORSCHE Taycan 4S,97600,10.2020,63'000,571,"",Elektro,8808 Pfäffikon SZ,2023-11-18,PORSCHE ,Taycan ,Taycan ,,FALSE
